Date,Open,High,Low,Close,Volume
,MEDC.JK,MEDC.JK,MEDC.JK,MEDC.JK,MEDC.JK
2021-04-13,483.7325023549848,483.7325023549848,471.1133935978982,475.31976318359375,17371600
2021-04-14,483.7325642026704,487.9389343261719,475.3198239556674,487.9389343261719,14964900
2021-04-15,500.5580446966763,504.7644148201778,483.7325642026704,487.9389343261719,22801200
2021-04-16,487.93891389266304,496.3516537873641,483.7325439453125,483.7325439453125,16677600
2021-04-19,483.7325023549848,487.93887194068026,475.31976318359375,475.31976318359375,16503300
2021-04-20,475.31978379634387,483.7325233325623,475.31978379634387,479.5261535644531,14929000
2021-04-21,475.31981404622394,479.5261840820312,466.9070739746093,466.9070739746094,20266100
2021-04-22,466.90704426012536,487.9388931006716,466.90704426012536,479.5261535644531,55682400
2021-04-23,483.73251544542546,517.383473041629,471.11340634684916,508.9707336425781,100496700
2021-04-26,513.1770202636719,521.5897583007812,500.55791320800785,504.7642822265625,34338100
2021-04-27,504.76437299679486,508.97074277176813,487.9388938969017,492.145263671875,37435300
2021-04-28,504.764434070122,521.5899152057927,496.3516935022866,517.383544921875,60294700
2021-04-29,525.7962134576613,534.2089528729839,508.97073462701616,521.58984375,85095200
2021-04-30,534.2090331120278,576.2727365066756,521.5899220936334,563.6536254882812,214772800
2021-05-03,563.6535947479471,580.4790751881843,555.2408545278284,576.272705078125,98381400
2021-05-04,584.6853447230994,597.3044528825908,576.2726059501052,593.0980834960938,80866500
2021-05-05,597.3045346925585,605.7172746178057,576.2726848794402,584.6854248046875,85657000
2021-05-06,584.6854771856052,584.6854771856052,563.6536254882812,563.6536254882812,46623900
2021-05-07,563.6535255321558,593.0981126868206,563.6535255321558,580.47900390625,55849600
2021-05-10,593.0981152852377,614.1299633449978,593.0981152852377,605.7172241210938,178640000
2021-05-11,601.5108545091417,614.1299633449978,588.8917456732856,605.7172241210938,56591800
2021-05-17,601.510822269088,614.1299304285793,584.6853447230994,593.0980834960938,52789300
2021-05-18,601.5108385587993,647.7809030633223,601.5108385587993,639.3681640625,169441900
2021-05-19,635.1618338919974,656.1936826963682,622.542724609375,622.542724609375,117013400
2021-05-20,622.5426828044734,635.1617912396993,609.9235743692476,614.1299438476562,77309800
2021-05-21,622.5427544683004,626.749124430924,576.2726848794402,584.6854248046875,73117200
2021-05-24,588.8918366608796,609.9236879701967,551.0345043041087,567.8599853515625,87428300
2021-05-25,576.2726368374294,609.9235937330458,576.2726368374294,605.7172241210938,93843000
2021-05-27,609.9235910609149,618.336330247962,580.47900390625,580.47900390625,63701500
2021-05-28,597.3044388714959,601.5108081593232,572.0662231445312,572.0662231445312,34486000
2021-05-31,580.47900390625,588.8917430932971,576.2726343127265,580.47900390625,22678500
2021-06-02,572.0663149168165,593.0981647299349,563.6535749915693,584.6854248046875,76209000
2021-06-03,593.0981647299349,597.3045346925585,576.2726848794402,584.6854248046875,61365700
2021-06-04,576.2726848794402,584.6854248046875,567.8599449541929,584.6854248046875,47713900
2021-06-07,588.891700295841,593.0980695836685,572.0662231445312,572.0662231445312,34423800
2021-06-08,576.2727365066756,576.2727365066756,559.4472551488165,563.6536254882812,25056600
2021-06-09,567.8598795851616,622.5426828044734,567.8598795851616,614.1299438476562,119686200
2021-06-10,614.1300149851833,626.7491248821391,597.3045351225754,609.9236450195312,66370800
2021-06-11,618.3363037109375,635.1617813629358,605.7171954719388,618.3363037109375,52683400
2021-06-14,622.542705078125,639.36818359375,614.1299658203126,630.9554443359375,57010800
2021-06-15,630.9554119499362,635.1617813629358,605.7171954719388,618.3363037109375,23435900
2021-06-16,622.542724609375,630.9554641311232,605.7172455658783,622.542724609375,51823300
2021-06-17,614.1299633449978,622.5427025689019,597.3044848971897,605.7172241210938,21928400
2021-06-18,597.3045882039995,597.3045882039995,563.6536254882812,563.6536254882812,89011800
2021-06-21,555.2408848093517,572.0663661672108,538.4154034514926,563.6536254882812,30427100
2021-06-22,580.47900390625,584.6853734997735,563.6535255321558,580.47900390625,35567600
2021-06-23,572.0663556134259,580.4790961371527,563.6536150896991,567.8599853515625,16184900
2021-06-24,576.2727365066756,580.4791068461404,555.2408848093517,563.6536254882812,20169700
2021-06-25,563.6536150896991,567.8599853515625,555.2408745659721,567.8599853515625,20883400
2021-06-28,580.4790865384615,584.6854567307693,542.6217548076924,546.828125,32237700
2021-06-29,542.6217651367188,555.2408759538517,513.1771732300751,542.6217651367188,50230200
2021-06-30,542.6217141151428,546.8280839920044,534.2089743614197,538.4153442382812,10333900
2021-07-01,538.4153225806451,542.6216922883065,513.1771043346774,521.58984375,21526800
2021-07-02,530.0026245117188,538.4153645833333,517.3835144042969,530.0026245117188,32852200
2021-07-05,534.2090260575458,538.4153963414634,513.1771746379574,517.383544921875,12695600
2021-07-06,525.7962840472081,546.8281354090964,525.7962840472081,542.6217651367188,38660600
2021-07-07,538.415375,538.415375,525.7962646484375,525.7962646484375,13367100
2021-07-08,525.7961273193359,525.7961273193359,496.35154418945314,504.7642822265625,94176300
2021-07-09,500.5580139160156,508.97075364569656,492.1452741863347,500.5580139160156,45537200
2021-07-12,508.97073260808395,513.1771022990598,496.35162353515625,496.35162353515625,24149000
2021-07-13,496.3516745731748,500.5580446966763,483.7325642026704,487.9389343261719,23472500
2021-07-14,487.9389343261719,492.14530444967335,471.11345383216593,487.9389343261719,35934600
2021-07-15,483.7325233325623,487.9388931006716,471.1134140282346,479.5261535644531,33051100
2021-07-16,475.31978379634387,496.35163263689003,471.1134140282346,479.5261535644531,48855800
2021-07-19,475.31981404622394,487.9389241536458,458.49433390299475,466.9070739746094,88459100
2021-07-21,462.700725051592,471.1134655070755,441.66887391288327,445.875244140625,100077000
2021-07-22,454.2879333496094,466.90704260932074,445.8751938431351,454.2879333496094,69583700
2021-07-23,462.700683023328,466.90705286899464,445.87520364066154,450.0815734863281,40864900
2021-07-26,450.0815618178423,454.2879315544577,429.0497131347656,429.0497131347656,53649400
2021-07-27,433.25608287138095,445.875192081227,424.84334339815024,429.0497131347656,49620300
2021-07-28,433.25608287138095,437.4624526079963,424.84334339815024,429.0497131347656,18680800
2021-07-29,429.0497131347656,437.4624526079963,424.84334339815024,429.0497131347656,19065900
2021-07-30,433.2560514231197,441.6687902857046,410.5416564941406,410.5416564941406,83359800
2021-08-02,412.22426350911456,420.63700358072913,400.44642740885416,403.8115234375,57517900
2021-08-03,403.81153595753204,408.85918015700116,388.6686033591246,393.71624755859375,121945400
2021-08-04,393.7161894648908,418.95440673828125,392.0336416466648,418.95440673828125,101394000
2021-08-05,424.8433005360879,429.04966984832635,398.7638108002092,402.12890625,101004100
2021-08-06,405.4940131765897,424.84331256053486,405.4940131765897,410.5416564941406,81356500
2021-08-09,410.541644874477,415.5892880491632,402.12890625,402.12890625,41553900
2021-08-10,402.1289613581886,417.2718929574509,395.39876953629425,407.1766052246094,45827200
2021-08-12,412.2242573553643,415.58935333377536,405.494065398542,408.8591613769531,30877200
2021-08-13,408.859144915189,408.859144915189,400.4464053078806,405.4940490722656,30166100
2021-08-16,405.4940587163488,407.1766066778274,385.3034831786053,388.6685791015625,76655400
2021-08-18,386.9859979436261,386.9859979436261,370.1605197721641,381.9383544921875,73008500
2021-08-19,378.573235718336,381.9383311469434,363.4303062896025,365.11285400390625,91848800
2021-08-20,366.79543755425345,383.6209163411458,351.6525066460503,378.5732727050781,132575900
2021-08-23,378.5732676681963,433.2560729980469,376.8907198118932,433.2560729980469,321161500
2021-08-24,437.4624837239583,445.8752237955729,403.8115234375,403.8115234375,289581500
2021-08-25,412.22421546537714,429.0496936476374,405.49402419247303,418.95440673828125,172485800
2021-08-26,424.8433587570821,424.8433587570821,405.4940572691358,407.1766052246094,61126700
2021-08-27,405.4940355235133,408.85913125399884,385.3034611405997,390.3511047363281,100075000
2021-08-30,395.39876154349554,405.4940490722656,390.3511177791105,405.4940490722656,73507200
2021-08-31,405.49405497062105,407.1766029165572,397.0813152409401,400.4464111328125,35032200
2021-09-01,400.4464111328125,407.1766029165572,398.76386318687634,400.4464111328125,35384400
2021-09-02,400.446386073663,418.9544123207651,400.446386073663,413.9067687988281,100663100
2021-09-03,417.27183691406253,429.04967102050784,408.85909826660156,420.6369323730469,121029900
2021-09-06,420.6369685740606,424.84333825980116,410.5416813282831,415.5893249511719,72858500
2021-09-07,415.5893249511719,424.84333825980116,413.9067770768756,415.5893249511719,50289100
2021-09-08,415.5893595377604,417.2719075520833,403.8115234375,403.8115234375,62096600
2021-09-09,403.8115070246849,407.1766029165572,392.03367140313156,400.4464111328125,51540200
